Fraktion;Name;Date;Policy_area_1;Policy_area_2;Policy_area_3;Policy_area_4;Policy_area_5;Policy_area_6;Policy_area_7;Yes_party;No_party;Abstain_party;Absent_party;Yes_share;Party_yes;Opposition;Gov_votes;Gov_Yes;partyabbrev;edate;date;rile;pervote;Rel_Seats;Date_new;Corona;Corona_dur;Health;Days_next_ele;Rile_Dist
CDU/CSU;Bundeshaushalt 2019: Etat des Bundeskanzleramtes;21. November 2018;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;NA;236;  0;  0;10;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-11-21;0;-466;0;1040;12,097
CDU/CSU;Corona-Maßnahmen zum Schutz der Bevölkerung;14. Mai 2020;Gesundheit; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;225;  0;  1;17;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-05-14;1;74;1;500;12,097
CDU/CSU;Aufnahme von EU-Beitrittsverhandlungen mit Albanien;26. September 2019;Europapolitik und Europäische Union;NA;NA;NA;NA;NA;NA;209;  6;  2;26;0,97209302; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-09-26;0;-157;0;731;12,097
CDU/CSU;Leistungsverbesserungen und Stabilisierung in der gesetzlichen Rentenversicherung ;08. November 2018;Arbeit und Beschäftigung; Senioren; Soziale Sicherung;NA;NA;NA;NA;216;  3;  1;26;0,98630137; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-11-08;0;-479;0;1053;12,097
CDU/CSU;"Verlängerung des Bundeswehreinsatzes in Südsudan (""Unmiss"")";21. März 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;227;  0;  0;19;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-03-21;0;-346;0;920;12,097
CDU/CSU;Ausweitung des Ausbildungseinsatzes der Bundeswehr in Afghanistan;22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;222;  0;  0;24;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-03-22;0;-710;0;1284;12,097
CDU/CSU;Diätenanpassung der Abgeordneten;13. Dezember 2017;Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;NA;230;  0;  0;14;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2017-12-13;0;-809;0;1383;12,097
CDU/CSU;Umsetzung des Klimaschutzprogramms 2030;19. Dezember 2019;Energie; Umwelt; Wirtschaft;NA;NA;NA;NA;446; 14;  0;32;0,96956522; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-12-19;0;-73;0;647;12,097
CDU/CSU;Fortsetzung des Bundeswehreinsatzes in Afghanistan;13. März 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;200;  0;  0;46;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-03-13;1;12;0;562;12,097
CDU/CSU;Masernimpfpflicht in Gemeinschaftseinrichtungen;14. November 2019;Familie; Gesundheit; Innere Angelegenheiten;NA;NA;NA;NA;232;  2;  1;11;0,99145299; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-11-14;0;-108;0;682;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2018/2019);26. April 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;228;  0;  0;18;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-04-26;0;-675;0;1249;12,097
CDU/CSU;Ausschluss der NPD von der Parteienfinanzierung;26. April 2018;Innere Sicherheit; Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Politisches Leben; Parteien;NA;222;  0;  0;24;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-04-26;0;-675;0;1249;12,097
CDU/CSU;Einführung einer Stiftung für Engagment und Ehrenamt;30. Januar 2020;Gesellschaftspolitik; soziale Gruppen;NA;NA;NA;NA;NA;215;  2;  4;25;0,99078341; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-01-30;0;-31;0;605;12,097
CDU/CSU;Änderung des Grundgesetzes - Bildung, Bau und Verkehr;29. November 2018;Innere Angelegenheiten; Parlamentsangelegenheiten; Recht;NA;NA;NA;NA;462;  8;  0;20;0,98297872; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-11-29;0;-458;0;1032;12,097
CDU/CSU;Erhöhung des BAföGs;16. Mai 2019;Bildung und Erziehung;NA;NA;NA;NA;NA;NA;217;  1;  0;28;0,99541284; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-05-16;0;-290;0;864;12,097
CDU/CSU;Verlängerung der Ferkelkastration ohne Betäubung;29. November 2018;Landwirtschaft und Ernährung; Naturschutz;NA;NA;NA;NA;NA;224;  2;  3;17;0,99115044; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-11-29;0;-458;0;1032;12,097
CDU/CSU;"Forsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer";13. März 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;200;  0;  0;46;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-03-13;1;12;0;562;12,097
CDU/CSU;Umsetzung der EU-Richtlinie: mehr Rechte für Arbeitnehmer:innen aus dem EU-Ausland;18. Juni 2020;Arbeit und Beschäftigung; Europapolitik und Europäische Union; Wirtschaft;NA;NA;NA;NA;232;  0;  0;14;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-06-18;1;109;0;465;12,097
CDU/CSU;Zugang zum Sozialschutz für Arbeitnehmer und Selbstständige verbessern;11. April 2019;Gesellschaftspolitik; soziale Gruppen; Soziale Sicherung;NA;NA;NA;NA;211;  0;  0;35;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-04-11;0;-325;0;899;12,097
CDU/CSU;Mehr Länderkompetenz bezüglich der Grundsteuer;18. Oktober 2019;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Raumordnung; Bau- und Wohnungswesen; Regionales;229;  0;  0;16;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-10-18;0;-135;0;709;12,097
CDU/CSU;Verstärkte deutsch-französische parlamentarische Zusammenarbeit;20. März 2019;Außenpolitik und internationale Beziehungen; Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;224;  0;  0;22;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-03-20;0;-347;0;921;12,097
CDU/CSU;Abschließende Finanzhilfen für Griechenland;29. Juni 2018;Außenpolitik und internationale Beziehungen; Europapolitik und Europäische Union; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;211; 12;  0;16;0,94618834; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-06-29;0;-611;0;1185;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID 2018/19);22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;444;  0;  0;48;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-03-22;0;-710;0;1284;12,097
CDU/CSU;Reform des §219a - Informationen zum Schwangerschaftsabbruch ;21. Februar 2019;Gesellschaftspolitik; soziale Gruppen; Frauen; Recht;NA;NA;NA;231;  1;  0;14;0,99568966; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-02-21;0;-374;0;948;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes im Libanon (2019-2020);28. Juni 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;157;  0;  0;11;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-06-28;0;-247;0;821;12,097
CDU/CSU;Anti-IS-Einsatz der Bundeswehr im Irak;22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;227;  0;  0;18;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-03-22;0;-710;0;1284;12,097
CDU/CSU;Globaler Pakt für Migration;29. November 2018;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung; Menschenrechte;NA;NA;NA;229;  4;  2;11;0,98283262; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-11-29;0;-458;0;1032;12,097
CDU/CSU;Verlängerung Ausbildungsfortsetzung Irak;12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;460;  0;  0;32;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2017-12-12;0;-810;0;1384;12,097
CDU/CSU;Corona-Maßnahmen: Aussetzung der Schuldenbremse - erster Nachtragshaushalt;25. März 2020;Humanitäre Hilfe; Gesellschaftspolitik; soziale Gruppen; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben; Finanzen;193;  0;  0;53;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-03-25;1;24;0;550;12,097
CDU/CSU;Aufnahme von EU-Beitrittsverhandlungen mit Nordmazedonien;26. September 2019;Europapolitik und Europäische Union;NA;NA;NA;NA;NA;NA;223;  0;  1;22;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-09-26;0;-157;0;731;12,097
CDU/CSU;Fortsetzung des Bundeswehreinsatzes in Darfur;21. März 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;231;  0;  0;15;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-03-21;0;-346;0;920;12,097
CDU/CSU;Grundgesetzänderung zur stärkeren Entlastung der Kommunen in der COVID-19-Pandemie;17. September 2020;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten;NA;NA;NA;234;  0;  0;12;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-09-17;1;200;0;374;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali 2020/2021);29. Mai 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;230;  0;  0;16;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-05-29;1;89;0;485;12,097
CDU/CSU;Stärkung des Menschenrechts auf Religionsfreiheit;19. Oktober 2018;Menschenrechte;NA;NA;NA;NA;NA;NA;209;  1;  0;36;0,99523810; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-10-19;0;-499;0;1073;12,097
CDU/CSU;Bundeshaushalt 2018;05. Juli 2018;Haushalt;NA;NA;NA;NA;NA;NA;239;  0;  0; 7;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-07-05;0;-605;0;1179;12,097
CDU/CSU;Höhere Förderung biologischer und umweltgerechter Landwirtschaft;13. November 2019;Landwirtschaft und Ernährung; Öffentliche Finanzen; Steuern und Abgaben; Umwelt;NA;NA;NA;222;  1;  1;22;0,99551570; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-11-13;0;-109;0;683;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes vor der libanesischen Küste (UNIFIL 2020/2021);17. Juni 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;233;  0;  0;13;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-06-17;1;108;0;466;12,097
CDU/CSU;Erhöhung der Luftverkehrssteuer;15. November 2019;Energie; Öffentliche Finanzen; Steuern und Abgaben; Naturschutz; Verkehr;NA;NA;221;  4;  0;21;0,98222222; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-11-15;0;-107;0;681;12,097
CDU/CSU;Bundeshaushalt 2019;23. November 2018;Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten; Wirtschaft;NA;NA;NA;229;  1;  0;16;0,99565217; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-11-23;0;-464;0;1038;12,097
CDU/CSU;Fahrverbote für Dieselfahrzeuge einschränken;14. März 2019;Innere Angelegenheiten; Umwelt; Verkehr;NA;NA;NA;NA;232;  0;  0;14;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-03-14;0;-353;0;927;12,097
CDU/CSU;Bundeshaushalt 2020;29. November 2019;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;236;  0;  0;10;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-11-29;0;-93;0;667;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta 2018/2019);26. April 2018;Verteidigung;NA;NA;NA;NA;NA;NA;225;  0;  0;21;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-04-26;0;-675;0;1249;12,097
CDU/CSU;Änderung des Marktorganisationsgesetzes;21. März 2019;Außenwirtschaft; Öffentliche Finanzen; Steuern und Abgaben; Staat und Verwaltung;NA;NA;NA;460;  0;  0;30;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-03-21;0;-346;0;920;12,097
CDU/CSU; Änderung des Parteiengesetzes (PartG);15. Juni 2018;Öffentliche Finanzen; Steuern und Abgaben; Politisches Leben; Parteien;NA;NA;NA;229;  1;  0;13;0,99565217; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-06-15;0;-625;0;1199;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR);14. Juni 2018;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;233;  0;  0;13;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-06-14;0;-626;0;1200;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes im Kosovo (2019-2020);28. Juni 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;232;  0;  0;14;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-06-28;0;-247;0;821;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes im Südsudan (UNMISS 2017);13. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;232;  0;  0;14;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2017-12-13;0;-809;0;1383;12,097
CDU/CSU;Asyl- und Aufenthaltsrecht: Durchsetzung der Ausreisepflicht ;07. Juni 2019;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;233;  0;  0;13;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-06-07;0;-268;0;842;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;225;  0;  0;21;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-05-09;0;-297;0;871;12,097
CDU/CSU;Einsatz der Bundeswehr in Afghanistan verlängern;21. März 2019;Außenpolitik und internationale Beziehungen; Gesellschaftspolitik; soziale Gruppen; Verteidigung;NA;NA;NA;235;  0;  0;11;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-03-21;0;-346;0;920;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta 2020/2021);27. Mai 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;233;  0;  0;13;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-05-27;1;87;0;487;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;228;  0;  0;18;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-05-09;0;-297;0;871;12,097
CDU/CSU;Beteiligung am Europäischen Corona-Stabilitätsmechanismus;14. Mai 2020;Europapolitik und Europäische Union; Gesundheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;450;  8;  0;34;0,98253275; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-05-14;1;74;0;500;12,097
CDU/CSU;"Verlängerung des Bundeswehreinsatzes im Mittelmeer (""Sea Guardian"")";21. Februar 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;460;  0;  0;32;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-02-21;0;-374;0;948;12,097
CDU/CSU;Verlängerung des Darfur-Einsatzes (UNAMID 2017);13. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;236;  0;  0;10;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2017-12-13;0;-809;0;1383;12,097
CDU/CSU;Beteiligung der Bundeswehr an der EU-Mission im Mittelmeer;07. Mai 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;216;  0;  0;30;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-05-07;1;67;0;507;12,097
CDU/CSU;Stärkung der deutsch-französischen Zusammenarbeit;26. September 2019;Außenpolitik und internationale Beziehungen; Europapolitik und Europäische Union; Verteidigung;NA;NA;NA;NA;223;  0;  0;23;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-09-26;0;-157;0;731;12,097
CDU/CSU;Gesetzesentwurf der Union zum Familiennachzug;01. Februar 2018;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;238;  3;  0; 3;0,98755187; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-02-01;0;-759;0;1333;12,097
CDU/CSU; Verlängerung des Bundeswehreinsatzes im Mittelmeer (EUNAVFOR MED) (2018);14. Juni 2018;Verteidigung;NA;NA;NA;NA;NA;NA;460;  0;  0;32;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-06-14;0;-626;0;1200;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2017/2018);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;233;  0;  0;13;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2017-12-12;0;-810;0;1384;12,097
CDU/CSU;Bekämpfung illegaler Beschäftigung verstärken;06. Juni 2019;Arbeit und Beschäftigung; Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;231;  0;  0;15;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-06-06;0;-269;0;843;12,097
CDU/CSU;Haushalt für die Bundeskanzlerin und das Bundeskanzleramt;27. November 2019;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;235;  0;  0;11;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-11-27;0;-95;0;669;12,097
CDU/CSU;Gezielte Einwanderung in den deutschen Arbeitsmarkt;07. Juni 2019;Ausländerpolitik; Zuwanderung; Wirtschaft;NA;NA;NA;NA;231;  0;  0;15;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-06-07;0;-268;0;842;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes im Mittelmeer (SEA GUARDIAN 2018/2019);22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;222;  0;  0;24;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-03-22;0;-710;0;1284;12,097
CDU/CSU;Einstufung als sichere Herkunftsstaaten: Maghreb-Staaten und Georgien;18. Januar 2019;Ausländerpolitik; Zuwanderung; Humanitäre Hilfe; Recht;NA;NA;NA;230;  0;  0;16;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2019-01-18;0;-408;0;982;12,097
CDU/CSU;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2020/2021);29. Mai 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;227;  0;  0;19;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-05-29;1;89;0;485;12,097
CDU/CSU;Neuregelung des Familiennachzugs zu subsidiär Schutzberechtigten;15. Juni 2018;Ausländerpolitik; Zuwanderung; Familie; Menschenrechte;NA;NA;NA;229;  1;  0;16;0,99565217; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-06-15;0;-625;0;1199;12,097
CDU/CSU;Änderung des Bundeswahlgesetzes;08. Oktober 2020;Parlamentsangelegenheiten; Recht;NA;NA;NA;NA;NA;454;  0;  2;24;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2020-10-08;1;221;0;353;12,097
CDU/CSU; Verlängerung des Bundeswehreinsatzes in Mali (EUTM) (2018/2019);26. April 2018;Verteidigung;NA;NA;NA;NA;NA;NA;224;  0;  0;22;1,00000000; 1;0;2;1;CDU/CSU;2017-09-24;201709;  2,757;32,925;0,34696756;2018-04-26;0;-675;0;1249;12,097
DIE GRÜNEN;"Forsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer";13. März 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 57;  0;10;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-03-13;1;12;0;562;11,718
DIE GRÜNEN;Globaler Pakt für Migration;29. November 2018;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung; Menschenrechte;NA;NA;NA;  0;  0; 59; 6;NA;NA;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-11-29;0;-458;0;1032;11,718
DIE GRÜNEN; Verlängerung des Bundeswehreinsatzes im Mittelmeer (EUNAVFOR MED) (2018);14. Juni 2018;Verteidigung;NA;NA;NA;NA;NA;NA;  0;122;  0; 8;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-06-14;0;-626;0;1200;11,718
DIE GRÜNEN;Corona-Maßnahmen: Aussetzung der Schuldenbremse - erster Nachtragshaushalt;25. März 2020;Humanitäre Hilfe; Gesellschaftspolitik; soziale Gruppen; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; 42;  0;  0;25;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-03-25;1;24;0;550;11,718
DIE GRÜNEN;Ausschluss der NPD von der Parteienfinanzierung;26. April 2018;Innere Sicherheit; Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Politisches Leben; Parteien;NA; 62;  0;  1; 4;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-04-26;0;-675;0;1249;11,718
DIE GRÜNEN;Einführung eines inklusiveren Wahlrechts;15. März 2019;Gesellschaftspolitik; soziale Gruppen; Politisches Leben; Parteien; Recht;NA;NA;  0;  0; 59; 6;NA;NA;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-03-15;0;-352;0;926;11,718
DIE GRÜNEN;Corona-Maßnahmen zum Schutz der Bevölkerung;14. Mai 2020;Gesundheit; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0;  1; 55; 7;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2020-05-14;1;74;1;500;11,718
DIE GRÜNEN;Asyl- und Aufenthaltsrecht: Durchsetzung der Ausreisepflicht ;07. Juni 2019;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  0; 63;  0; 4;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-06-07;0;-268;0;842;11,718
DIE GRÜNEN;Bundeshaushalt 2018;05. Juli 2018;Haushalt;NA;NA;NA;NA;NA;NA;  0; 58;  0; 9;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-07-05;0;-605;0;1179;11,718
DIE GRÜNEN;Änderung des Grundgesetzes - Bildung, Bau und Verkehr;29. November 2018;Innere Angelegenheiten; Parlamentsangelegenheiten; Recht;NA;NA;NA;NA;126;  0;  0; 8;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-11-29;0;-458;0;1032;11,718
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes im Kosovo (2019-2020);28. Juni 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 54;  2;  0; 7;0,96428571; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-06-28;0;-247;0;821;11,718
DIE GRÜNEN;Umsetzung des Klimaschutzprogramms 2030;19. Dezember 2019;Energie; Umwelt; Wirtschaft;NA;NA;NA;NA;132;  0;  0; 2;1,00000000; 1;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2019-12-19;0;-73;0;647;11,718
DIE GRÜNEN;Verlängerung des Bundeswehreinsatzes im Mittelmeer (SEA GUARDIAN 2018/2019);22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 59;  0; 4;0,00000000; 0;1;2;1;90/Greens;2017-09-24;201709;-21,058; 8,940;0,09449929;2018-03-22;0;-710;0;1284;11,718
