Fraktion;Name;Date;Policy_area_1;Policy_area_2;Policy_area_3;Policy_area_4;Policy_area_5;Policy_area_6;Policy_area_7;Yes_party;No_party;Abstain_party;Absent_party;Yes_share;Party_yes;Opposition;Gov_votes;Gov_Yes;partyabbrev;edate;date;rile;pervote;Rel_Seats;Date_new;Corona;Corona_dur;Health;Days_next_ele;Rile_Dist
DIE LINKE;Erhöhung der Luftverkehrssteuer;15. November 2019;Energie; Öffentliche Finanzen; Steuern und Abgaben; Naturschutz; Verkehr;NA;NA;  0;  0; 48;14;NA;NA;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-11-15;0;-107;0;681;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 60;  0; 6;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-05-09;0;-297;0;871;32,574
DIE LINKE;Erhöhung des BAföGs;16. Mai 2019;Bildung und Erziehung;NA;NA;NA;NA;NA;NA;  0;  0; 60; 8;NA;NA;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-05-16;0;-290;0;864;32,574
DIE LINKE;"Verlängerung des Bundeswehreinsatzes in Südsudan (""Unmiss"")";21. März 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 61;  0; 3;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-03-21;0;-346;0;920;32,574
DIE LINKE;Erhöhung der Freigrenze beim Solidaritätszuschlag;14. November 2019;Neue Bundesländer; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;  0; 60;  0; 7;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-11-14;0;-108;0;682;32,574
DIE LINKE;Verlängerung des Anti-IS-Einsatzes der Bundeswehr im Irak und Syrien;24. Oktober 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 62;  0; 7;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-10-24;0;-129;0;703;32,574
DIE LINKE;Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 63;  0; 6;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2017-12-12;0;-810;0;1384;32,574
DIE LINKE;Haushalt 2018 - Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes;04. Juli 2018;Öffentliche Finanzen; Steuern und Abgaben; Haushalt;NA;NA;NA;NA;  0; 59;  0; 7;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-07-04;0;-606;0;1180;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes im Kosovo (2019-2020);28. Juni 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 67;  0; 2;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-06-28;0;-247;0;821;32,574
DIE LINKE;Gesetzesentwurf der Union zum Familiennachzug;01. Februar 2018;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  0; 59;  0;10;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-02-01;0;-759;0;1333;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2018/2019);26. April 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 63;  0; 6;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-04-26;0;-675;0;1249;32,574
DIE LINKE;Verlängerung der Ferkelkastration ohne Betäubung;29. November 2018;Landwirtschaft und Ernährung; Naturschutz;NA;NA;NA;NA;NA;  0; 59;  0;10;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-11-29;0;-458;0;1032;32,574
DIE LINKE;Anti-IS-Einsatz der Bundeswehr im Irak;22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 55;  0;14;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-03-22;0;-710;0;1284;32,574
DIE LINKE;Fahrverbote für Dieselfahrzeuge einschränken;14. März 2019;Innere Angelegenheiten; Umwelt; Verkehr;NA;NA;NA;NA;  0; 57;  0;12;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-03-14;0;-353;0;927;32,574
DIE LINKE;Bundeshaushalt 2019: Etat des Bundeskanzleramtes;21. November 2018;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;NA;  0; 62;  0; 7;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-11-21;0;-466;0;1040;32,574
DIE LINKE;Diätenanpassung der Abgeordneten;13. Dezember 2017;Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA;NA;  0; 63;  0; 4;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2017-12-13;0;-809;0;1383;32,574
DIE LINKE;Asyl- und Aufenthaltsrecht: Durchsetzung der Ausreisepflicht ;07. Juni 2019;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  0; 61;  0; 8;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-06-07;0;-268;0;842;32,574
DIE LINKE; Änderung des Parteiengesetzes (PartG);15. Juni 2018;Öffentliche Finanzen; Steuern und Abgaben; Politisches Leben; Parteien;NA;NA;NA;  0; 62;  0; 6;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-06-15;0;-625;0;1199;32,574
DIE LINKE;Fortsetzung des Bundeswehreinsatzes in Darfur;21. März 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 61;  0; 2;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-03-21;0;-346;0;920;32,574
DIE LINKE;Höhere Förderung biologischer und umweltgerechter Landwirtschaft;13. November 2019;Landwirtschaft und Ernährung; Öffentliche Finanzen; Steuern und Abgaben; Umwelt;NA;NA;NA;  0; 60;  0; 9;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-11-13;0;-109;0;683;32,574
DIE LINKE;Einführung eines inklusiveren Wahlrechts;15. März 2019;Gesellschaftspolitik; soziale Gruppen; Politisches Leben; Parteien; Recht;NA;NA;  0;  0; 46;20;NA;NA;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-03-15;0;-352;0;926;32,574
DIE LINKE;Stärkung des Menschenrechts auf Religionsfreiheit;19. Oktober 2018;Menschenrechte;NA;NA;NA;NA;NA;NA;  0;  0; 57;10;NA;NA;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-10-19;0;-499;0;1073;32,574
DIE LINKE;Bekämpfung illegaler Beschäftigung verstärken;06. Juni 2019;Arbeit und Beschäftigung; Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0; 60;  0; 9;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-06-06;0;-269;0;843;32,574
DIE LINKE;Aufnahme von EU-Beitrittsverhandlungen mit Nordmazedonien;26. September 2019;Europapolitik und Europäische Union;NA;NA;NA;NA;NA;NA;  0; 38;  4;21;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-09-26;0;-157;0;731;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR);14. Juni 2018;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 54;  0;13;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-06-14;0;-626;0;1200;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 62;  0; 7;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-05-09;0;-297;0;871;32,574
DIE LINKE;Beteiligung der Bundeswehr an der EU-Mission im Mittelmeer;07. Mai 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 48;  0;21;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-05-07;1;67;0;507;32,574
DIE LINKE;"Verlängerung des Bundeswehreinsatzes im Mittelmeer (""Sea Guardian"")";21. Februar 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0;124;  0; 6;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-02-21;0;-374;0;948;32,574
DIE LINKE;Zugang zum Sozialschutz für Arbeitnehmer und Selbstständige verbessern;11. April 2019;Gesellschaftspolitik; soziale Gruppen; Soziale Sicherung;NA;NA;NA;NA; 57;  0;  0;12;1,00000000; 1;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-04-11;0;-325;0;899;32,574
DIE LINKE;Änderung des Marktorganisationsgesetzes;21. März 2019;Außenwirtschaft; Öffentliche Finanzen; Steuern und Abgaben; Staat und Verwaltung;NA;NA;NA;120;  0;  0;18;1,00000000; 1;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-03-21;0;-346;0;920;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes im Südsudan (UNMISS 2017);13. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 60;  0; 5;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2017-12-13;0;-809;0;1383;32,574
DIE LINKE;Aufnahme von EU-Beitrittsverhandlungen mit Albanien;26. September 2019;Europapolitik und Europäische Union;NA;NA;NA;NA;NA;NA;  0; 39;  5;21;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-09-26;0;-157;0;731;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes im Mittelmeer (SEA GUARDIAN 2018/2019);22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 52;  0;17;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-03-22;0;-710;0;1284;32,574
DIE LINKE;Corona-Maßnahmen zum Schutz der Bevölkerung;14. Mai 2020;Gesundheit; Innere Sicherheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0; 57;  0;12;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-05-14;1;74;1;500;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta 2020/2021);27. Mai 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA;  0; 62;  0; 7;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-05-27;1;87;0;487;32,574
DIE LINKE;Stärkung der deutsch-französischen Zusammenarbeit;26. September 2019;Außenpolitik und internationale Beziehungen; Europapolitik und Europäische Union; Verteidigung;NA;NA;NA;NA;  0; 45;  0;21;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-09-26;0;-157;0;731;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2020/2021);29. Mai 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 57;  0;11;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-05-29;1;89;0;485;32,574
DIE LINKE;Verlängerung Ausbildungsfortsetzung Irak;12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0;128;  0;10;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2017-12-12;0;-810;0;1384;32,574
DIE LINKE;Grundgesetzänderung zur stärkeren Entlastung der Kommunen in der COVID-19-Pandemie;17. September 2020;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten;NA;NA;NA; 58;  0;  0;11;1,00000000; 1;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-09-17;1;200;0;374;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali 2020/2021);29. Mai 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 58;  1;10;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-05-29;1;89;0;485;32,574
DIE LINKE;Einführung einer Stiftung für Engagment und Ehrenamt;30. Januar 2020;Gesellschaftspolitik; soziale Gruppen;NA;NA;NA;NA;NA;  0;  0; 54;12;NA;NA;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-01-30;0;-31;0;605;32,574
DIE LINKE;Gezielte Einwanderung in den deutschen Arbeitsmarkt;07. Juni 2019;Ausländerpolitik; Zuwanderung; Wirtschaft;NA;NA;NA;NA;  0; 57;  0; 9;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-06-07;0;-268;0;842;32,574
DIE LINKE;Ausweitung des Ausbildungseinsatzes der Bundeswehr in Afghanistan;22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 55;  0;14;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-03-22;0;-710;0;1284;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta 2018/2019);26. April 2018;Verteidigung;NA;NA;NA;NA;NA;NA;  0; 60;  0; 9;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-04-26;0;-675;0;1249;32,574
DIE LINKE;Umsetzung der EU-Richtlinie: mehr Rechte für Arbeitnehmer:innen aus dem EU-Ausland;18. Juni 2020;Arbeit und Beschäftigung; Europapolitik und Europäische Union; Wirtschaft;NA;NA;NA;NA;  0;  1; 51;10;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-06-18;1;109;0;465;32,574
DIE LINKE; Verlängerung des Bundeswehreinsatzes in Mali (EUTM) (2018/2019);26. April 2018;Verteidigung;NA;NA;NA;NA;NA;NA;  0; 52;  0;13;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-04-26;0;-675;0;1249;32,574
DIE LINKE;Mehr Länderkompetenz bezüglich der Grundsteuer;18. Oktober 2019;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Raumordnung; Bau- und Wohnungswesen; Regionales;  1; 55;  3; 5;0,01785714; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-10-18;0;-135;0;709;32,574
DIE LINKE;Verlängerung des Darfur-Einsatzes (UNAMID 2017);13. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 60;  0; 3;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2017-12-13;0;-809;0;1383;32,574
DIE LINKE;Bundeshaushalt 2020;29. November 2019;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 55;  0;12;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-11-29;0;-93;0;667;32,574
DIE LINKE;Neuregelung des Familiennachzugs zu subsidiär Schutzberechtigten;15. Juni 2018;Ausländerpolitik; Zuwanderung; Familie; Menschenrechte;NA;NA;NA;  0; 58;  0;10;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-06-15;0;-625;0;1199;32,574
DIE LINKE;Haushalt für die Bundeskanzlerin und das Bundeskanzleramt;27. November 2019;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 59;  0; 7;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2019-11-27;0;-95;0;669;32,574
DIE LINKE;Bundeshaushalt 2018;05. Juli 2018;Haushalt;NA;NA;NA;NA;NA;NA;  0; 55;  0; 7;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2018-07-05;0;-605;0;1179;32,574
DIE LINKE;Änderung des Bundeswahlgesetzes;08. Oktober 2020;Parlamentsangelegenheiten; Recht;NA;NA;NA;NA;NA;  0;114;  0;24;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2020-10-08;1;221;0;353;32,574
DIE LINKE;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2017/2018);12. Dezember 2017;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0; 64;  0; 5;0,00000000; 0;1;2;1;LINKE;2017-09-24;201709;-41,914; 9,238;0,09732017;2017-12-12;0;-810;0;1384;32,574
FDP;Umsetzung des Klimaschutzprogramms 2030;19. Dezember 2019;Energie; Umwelt; Wirtschaft;NA;NA;NA;NA;  0;138;  0;14;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-12-19;0;-73;0;647; 9,918
FDP;Anti-IS-Einsatz der Bundeswehr im Irak;22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;  0;  3; 72; 2;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-03-22;0;-710;0;1284; 9,918
FDP;Globaler Pakt für Migration;29. November 2018;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung; Menschenrechte;NA;NA;NA;  0;  0; 72; 3;NA;NA;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-11-29;0;-458;0;1032; 9,918
FDP;"Forsetzung des Bundeswehreinsatzes im Rahmen der NATO-Operation ""SEA GUARDIAN"" im Mittelmeer";13. März 2020;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 46;  0;  0;33;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2020-03-13;1;12;0;562; 9,918
FDP;Fahrverbote für Dieselfahrzeuge einschränken;14. März 2019;Innere Angelegenheiten; Umwelt; Verkehr;NA;NA;NA;NA;  0;  0; 63;10;NA;NA;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-03-14;0;-353;0;927; 9,918
FDP;Verlängerung des Bundeswehreinsatzes im Libanon (2019-2020);28. Juni 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 46;  0;  0; 8;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-06-28;0;-247;0;821; 9,918
FDP;Gesetzesentwurf der Union zum Familiennachzug;01. Februar 2018;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  0; 76;  0; 4;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-02-01;0;-759;0;1333; 9,918
FDP;Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID 2018/19);22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA;154;  0;  0; 6;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-03-22;0;-710;0;1284; 9,918
FDP;Verstärkte deutsch-französische parlamentarische Zusammenarbeit;20. März 2019;Außenpolitik und internationale Beziehungen; Parlamentsangelegenheiten; Politisches Leben; Parteien;NA;NA;NA; 69;  0;  0;11;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-03-20;0;-347;0;921; 9,918
FDP; Änderung des Parteiengesetzes (PartG);15. Juni 2018;Öffentliche Finanzen; Steuern und Abgaben; Politisches Leben; Parteien;NA;NA;NA;  0; 75;  0; 5;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-06-15;0;-625;0;1199; 9,918
FDP;Einführung eines inklusiveren Wahlrechts;15. März 2019;Gesellschaftspolitik; soziale Gruppen; Politisches Leben; Parteien; Recht;NA;NA;  0;  0; 60;19;NA;NA;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-03-15;0;-352;0;926; 9,918
FDP;Abschließende Finanzhilfen für Griechenland;29. Juni 2018;Außenpolitik und internationale Beziehungen; Europapolitik und Europäische Union; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0; 75;  0; 5;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-06-29;0;-611;0;1185; 9,918
FDP;Aufnahme von EU-Beitrittsverhandlungen mit Nordmazedonien;26. September 2019;Europapolitik und Europäische Union;NA;NA;NA;NA;NA;NA; 57;  8;  3;12;0,87692308; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-09-26;0;-157;0;731; 9,918
FDP;Verlängerung des Bundeswehreinsatzes im Mittelmeer (SEA GUARDIAN 2018/2019);22. März 2018;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 78;  0;  0; 2;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-03-22;0;-710;0;1284; 9,918
FDP;Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA) 2019/2020;09. Mai 2019;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 71;  0;  0; 9;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-05-09;0;-297;0;871; 9,918
FDP;Bundeshaushalt 2019;23. November 2018;Öffentliche Finanzen; Steuern und Abgaben; Parlamentsangelegenheiten; Wirtschaft;NA;NA;NA;  0; 74;  0; 5;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-11-23;0;-464;0;1038; 9,918
FDP;Höhere Förderung biologischer und umweltgerechter Landwirtschaft;13. November 2019;Landwirtschaft und Ernährung; Öffentliche Finanzen; Steuern und Abgaben; Umwelt;NA;NA;NA;  0; 69;  0;11;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-11-13;0;-109;0;683; 9,918
FDP;Einführung einer Stiftung für Engagment und Ehrenamt;30. Januar 2020;Gesellschaftspolitik; soziale Gruppen;NA;NA;NA;NA;NA;  0; 77;  0; 3;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2020-01-30;0;-31;0;605; 9,918
FDP;Beteiligung am Europäischen Corona-Stabilitätsmechanismus;14. Mai 2020;Europapolitik und Europäische Union; Gesundheit; Öffentliche Finanzen; Steuern und Abgaben;NA;NA;NA;  0;  2;150; 8;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2020-05-14;1;74;0;500; 9,918
FDP;Verlängerung des Bundeswehreinsatzes vor der libanesischen Küste (UNIFIL 2020/2021);17. Juni 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 77;  0;  0; 2;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2020-06-17;1;108;0;466; 9,918
FDP;Nachtragshaushalt 2020: Corona Konjunktur- und Krisenbewältigungspaket;02. Juli 2020;Gesellschaftspolitik; soziale Gruppen; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;  0; 80;  0; 0;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2020-07-02;1;123;0;451; 9,918
FDP;Änderung des Grundgesetzes - Bildung, Bau und Verkehr;29. November 2018;Innere Angelegenheiten; Parlamentsangelegenheiten; Recht;NA;NA;NA;NA;154;  0;  0; 6;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-11-29;0;-458;0;1032; 9,918
FDP;Beteiligung der Bundeswehr an der EU-Mission im Mittelmeer;07. Mai 2020;Außenpolitik und internationale Beziehungen;NA;NA;NA;NA;NA;NA; 64;  0;  2;14;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2020-05-07;1;67;0;507; 9,918
FDP;Asyl- und Aufenthaltsrecht: Durchsetzung der Ausreisepflicht ;07. Juni 2019;Außenpolitik und internationale Beziehungen; Ausländerpolitik; Zuwanderung;NA;NA;NA;NA;  7;  0; 54;15;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-06-07;0;-268;0;842; 9,918
FDP; Verlängerung des Bundeswehreinsatzes im Mittelmeer (EUNAVFOR MED) (2018);14. Juni 2018;Verteidigung;NA;NA;NA;NA;NA;NA;146;  0;  0;14;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-06-14;0;-626;0;1200; 9,918
FDP;Stärkung des Menschenrechts auf Religionsfreiheit;19. Oktober 2018;Menschenrechte;NA;NA;NA;NA;NA;NA;  0;  0; 66;10;NA;NA;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-10-19;0;-499;0;1073; 9,918
FDP;Bundeshaushalt 2020;29. November 2019;Öffentliche Finanzen; Steuern und Abgaben; Finanzen; Haushalt;NA;NA;NA;  0; 67;  0;10;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-11-29;0;-93;0;667; 9,918
FDP;Reform des §219a - Informationen zum Schwangerschaftsabbruch ;21. Februar 2019;Gesellschaftspolitik; soziale Gruppen; Frauen; Recht;NA;NA;NA;  0; 68;  0; 8;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-02-21;0;-374;0;948; 9,918
FDP;Verlängerung des Bundeswehreinsatzes im Kosovo (2019-2020);28. Juni 2019;Außenpolitik und internationale Beziehungen; Verteidigung;NA;NA;NA;NA;NA; 69;  0;  0;11;1,00000000; 1;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2019-06-28;0;-247;0;821; 9,918
FDP;Bundeshaushalt 2019: Etat des Bundeskanzleramtes;21. November 2018;Innere Angelegenheiten; Öffentliche Finanzen; Steuern und Abgaben; Wirtschaft;NA;NA;NA;  0; 74;  0; 4;0,00000000; 0;1;2;1;FDP;2017-09-24;201709;  0,578;10,748;0,11283498;2018-11-21;0;-466;0;1040; 9,918
